year,PGM_CODE,prog,ship,POWER,metier,week,quar,TRIPNR,duration_meas,duration_tot,SCIENTIFIC_NAME,ENGLISH_NAME,DUTCH_NAME,ICES_CODE,nodc,class_length,SSE_CATEGORY,GEAR_SUBTYPE,GEAR_COUNT,w_soort_meashauls,n_per_hour,n_total_trip,w_per_hour,w_total_trip
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Agonus cataphractus,Hooknose,Harnasmannetje,,8.83E+11,11,d,,2,0.174762082,0.260515604,22.6431479,0.002845516,0.247322729
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Ammodytes sp.,,Ammodytes,SAN,8.85E+11,7,d,,2,0.029712237,0.455902307,39.62550882,0.000483781,0.042048662
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Ammodytes sp.,,Ammodytes,SAN,8.85E+11,8,d,,2,0.012862777,0.130257802,11.32157395,0.000209435,0.018203361
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Ammodytes sp.,,Ammodytes,SAN,8.85E+11,9,d,,2,0.037216565,0.260515604,22.6431479,0.000605969,0.052668761
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Ammodytes sp.,,Ammodytes,SAN,8.85E+11,11,d,,2,0.789520237,2.930800543,254.7354.1138,0.012855146,1.117326468
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Ammodytes sp.,,Ammodytes,SAN,8.85E+11,12,d,,2,0.752070453,2.116689281,183.9755767,0.012245381,1.064327656
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Ammodytes sp.,,Ammodytes,SAN,8.85E+11,13,d,,2,2.420065123,5.275440977,458.5237449,0.039404045,3.424868281
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Ammodytes sp.,,Ammodytes,SAN,8.85E+11,14,d,,2,3.787701012,6.512890095,566.0786974,0.061672201,5.360342137
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Ammodytes sp.,,Ammodytes,SAN,8.85E+11,15,d,,2,3.80479306,5.242876527,455.6933514,0.061950498,5.384530749
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Ammodytes sp.,,Ammodytes,SAN,8.85E+11,16,d,,2,3.548219288,3.972862958,345.3080054,0.057772906,5.021428381
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Ammodytes sp.,,Ammodytes,SAN,8.85E+11,17,d,,2,0.106074625,0.097693351,8.491180461,0.001727131,0.150116463
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,6,d,,2,0.081201369,0.618724559,53.77747626,0.001322139,0.114915912
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,8,d,,2,0.671740543,2.230664858,193.8819539,0.010937431,0.950645029
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,9,d,,2,1.909595419,4.493894166,390.5943012,0.031092463,2.702453218
2011,DISBT,observer,GO22,1471,TBB_DEF_70-99_0_0_G300hp,13,1,354.1,3685,5215,Arnoglossus laterna,Scaldfish,Schurftvis,,8.86E+11,10,d,,2,9.997880354.1,17.25915875,1500.108548,0.16278774,14.14896772
